format_,glub,ampl,lenth,timdata,shir,dolg,vs,kurs,vz,zg,ku,depth,rej,frek,cnt,m,m_man,color_mm,m_avto,g0,a0,l0,g1,a1,l1,g2,a2,l2,g3,a3,l3,g4,a4,l4,g5,a5,l5,g6,a6,l6,g7,a7,l7,g8,a8,l8,g9,a9,l9,g10,a10,l10,g11,a11,l11,g12,a12,l12,g13,a13,l13,g14,a14,l14,g15,a15,l15,g16,a16,l16,g17,a17,l17,g18,a18,l18,g19,a19,l19
DBS,1552,746,11.6,05.09.25 09:15:25,,,,,1500,0.0,4,M,S,200,18,3,,,,1411,160,5.4,1489,182,5.8999999999999995,1552,182,11.6,1560,144,4.699999999999999,1586,128,24.2,1623,144,12.5,1630,182,6.800000000000001,1693,182,13.5,1701,160,5.699999999999999,1719,144,77.30000000000001,1764,182,22.1,1791,144,51.6,1818,128,6.8999999999999995,1834,182,14.9,1842,182,7.800000000000001,1857,182,120.8,1929,182,123.9,1992,182,125.60000000000001
DBS,1552,746,11.6,05.09.25 09:15:26,,,,,1500,0.0,5,M,S,200,14,1,,,,1560,182,5.300000000000001,1623,182,11.6,1663,144,5.300000000000001,1696,160,6.3,1701,182,6.3,1764,182,12.6,1772,160,4.8,1791,144,60.8,1835,182,12.0,1842,182,6.2,1865,144,44.3,1905,182,21.9,1929,182,117.5,2000,182,109.1
DBS,1552,746,11.6,05.09.25 09:15:27,,,,,1500,0.0,4,M,S,200,20,1,,,,1451,160,5.4,1525,144,6.2,1529,182,6.2,1592,182,12.3,1600,160,5.1,1621,144,54.6,1663,160,12.9,1670,182,7.7,1695,128,6.2,1698,128,12.3,1708,128,4.8,1733,182,13.5,1741,160,6.8999999999999995,1758,144,88.80000000000001,1803,160,15.9,1811,182,7.800000000000001,1830,144,69.5,1875,182,22.1,1893,182,127.69999999999999,1966,208,176.6
DBS,1682,343,7.5,05.09.25 09:15:28,,,,,1500,0.0,5,M,S,200,17,0,,,,1393,160,5.4,1456,160,6.0,1529,144,6.0,1533,182,6.8999999999999995,1597,182,12.9,1624,144,54.6,1667,160,13.4,1675,182,9.9,1695,144,5.6000000000000005,1698,128,32.599999999999994,1738,182,20.0,1762,182,116.4,1833,144,82.69999999999999,1876,128,4.699999999999999,1879,182,23.5,1899,182,139.2,1969,208,170.39999999999998
DBS,1698,280,12.3,05.09.25 09:15:29,,,,,1500,0.0,3,M,S,200,18,1,,,,1538,182,4.8,1601,182,11.0,1672,160,12.0,1679,182,5.699999999999999,1742,182,12.6,1771,144,51.0,1813,160,12.5,1820,182,6.800000000000001,1844,144,8.6,1850,144,20.6,1883,182,13.200000000000001,1891,160,5.0,1907,182,106.7,1961,182,7.800000000000001,1979,160,86.4,2024,208,14.399999999999999,2032,182,7.800000000000001,2045,160,18.799999999999997
DBS,1698,280,12.3,05.09.25 09:15:30,,,,,1500,0.0,4,M,S,200,17,0,,,,1492,160,4.699999999999999,1569,182,5.300000000000001,1633,182,10.700000000000001,1665,144,7.5,1669,144,16.8,1703,144,4.8,1706,144,5.8999999999999995,1711,160,5.6000000000000005,1774,182,12.6,1781,160,5.1,1801,144,64.4,1844,182,13.700000000000001,1852,182,6.800000000000001,1876,144,53.3,1915,182,21.200000000000003,1936,208,122.69999999999999,2009,160,87.30000000000001
DBS,1698,280,12.3,05.09.25 09:15:31,,,,,1500,0.0,4,M,S,200,16,1,,,,1536,160,4.8,1610,144,4.8,1614,182,6.2,1677,182,12.2,1711,144,33.0,1748,160,12.0,1755,182,6.5,1818,182,13.100000000000001,1826,144,5.1,1843,160,73.4,1889,182,12.8,1896,182,7.800000000000001,1917,144,60.199999999999996,1959,182,14.299999999999999,1967,144,6.2,1981,182,120.9
DBS,1685,347,9.200000000000001,05.09.25 09:15:32,,,,,1500,0.0,3,M,S,200,17,4,,,,1558,160,5.0,1621,182,11.200000000000001,1663,144,14.0,1691,160,12.0,1699,182,6.2,1762,182,13.4,1769,144,5.1,1787,160,74.9,1829,144,7.199999999999999,1832,182,13.4,1840,182,7.4,1860,144,53.099999999999994,1889,144,9.200000000000001,1903,182,13.5,1911,160,5.0,1925,182,119.9,1996,182,116.1
DBS,1742,1005,12.6,05.09.25 09:15:33,,,,,1500,0.0,4,M,S,200,11,5,,,,1745,182,9.9,1786,160,5.300000000000001,1818,160,5.300000000000001,1822,182,5.4,1886,182,11.6,1912,160,68.1,1956,182,10.2,1963,182,6.2,1987,160,40.7,2026,208,13.200000000000001,2048,160,12.3
DBS,1786,506,5.300000000000001,05.09.25 09:15:34,,,,,1500,0.0,5,M,S,200,16,0,,,,1521,182,5.300000000000001,1585,182,11.0,1618,144,20.299999999999997,1658,144,5.6000000000000005,1662,182,6.2,1725,182,12.2,1733,160,4.8,1750,144,72.6,1796,160,13.4,1803,182,7.1,1825,144,46.4,1866,182,14.1,1874,160,6.0,1889,182,118.5,1962,208,114.80000000000001,2027,182,55.5
